date,hospital,ed_trolleys,ward_trolleys,total_trolleys
2024-04-20,National Orthopaedic Hospital Cappagh,0,0,0
2024-04-20,National Rehabilitation Hospital,0,0,0
2024-04-20,Nenagh Hospital,0,0,0
2024-04-20,Our Lady of Lourdes Hospital,0,0,0
2024-04-20,Our Lady's Hospital Navan,0,0,0
2024-04-20,Portiuncula University Hospital,2,0,2
2024-04-20,Roscommon University Hospital,0,0,0
2024-04-20,Sligo University Hospital,3,2,5
2024-04-20,South Infirmary Victoria University Hospital,0,0,0
2024-04-20,St Luke's General Hospital Kilkenny,2,4,6
2024-04-20,St. Columcille's Hospital,0,0,0
2024-04-20,St. James's Hospital,0,0,0
2024-04-20,St. John's Hospital Limerick,0,0,0
2024-04-20,St. Luke's Radiation Oncology Network,0,0,0
2024-04-20,St. Michael's Hospital,0,0,0
2024-04-20,St. Vincent's University Hospital,15,0,15
2024-04-20,Tallaght University Hospital,7,0,7
2024-04-20,Tipperary University Hospital,3,0,3
2024-04-20,UH Kerry,6,0,6
2024-04-20,UH Limerick,14,33,47
2024-04-20,UH Waterford,0,0,0
2024-04-20,Wexford General Hospital,3,2,5
2024-04-21,Bantry General Hospital,0,0,0
2024-04-21,Beaumont Hospital,17,0,17
2024-04-21,CHI at Crumlin,2,0,2
2024-04-21,CHI at Tallaght,1,0,1
2024-04-21,CHI at Temple Street,9,0,9
2024-04-21,Cavan General Hospital,11,0,11
2024-04-21,Connolly Hospital,0,0,0
2024-04-21,Cork University Hospital,12,0,12
2024-04-21,Ennis Hospital,0,0,0
2024-04-21,Galway University Hospital,4,3,7
2024-04-21,Letterkenny University Hospital,7,4,11
2024-04-21,Louth County Hospital,0,0,0
2024-04-21,MRH Mullingar,0,0,0
2024-04-21,MRH Portlaoise,6,0,6
2024-04-21,MRH Tullamore,0,0,0
2024-04-21,Mallow General Hospital,0,0,0
2024-04-21,Mater Misericordiae University Hospital,7,0,7
2024-04-21,Mayo University Hospital,3,1,4
2024-04-21,Mercy University Hospital,12,0,12
2024-04-21,Naas General Hospital,19,4,23
2024-04-21,National Orthopaedic Hospital Cappagh,0,0,0
2024-04-21,National Rehabilitation Hospital,0,0,0
2024-04-21,Nenagh Hospital,0,0,0
2024-04-21,Our Lady of Lourdes Hospital,8,0,8
2024-04-21,Our Lady's Hospital Navan,0,0,0
2024-04-21,Portiuncula University Hospital,2,0,2
2024-04-21,Roscommon University Hospital,0,0,0
2024-04-21,Sligo University Hospital,0,4,4
2024-04-21,South Infirmary Victoria University Hospital,0,0,0
2024-04-21,St Luke's General Hospital Kilkenny,5,3,8
2024-04-21,St. Columcille's Hospital,0,0,0
2024-04-21,St. James's Hospital,3,0,3
2024-04-21,St. John's Hospital Limerick,0,0,0
2024-04-21,St. Luke's Radiation Oncology Network,0,0,0
2024-04-21,St. Michael's Hospital,0,0,0
2024-04-21,St. Vincent's University Hospital,28,0,28
2024-04-21,Tallaght University Hospital,9,0,9
2024-04-21,Tipperary University Hospital,0,0,0
2024-04-21,UH Kerry,3,0,3
2024-04-21,UH Limerick,11,35,46
2024-04-21,UH Waterford,0,0,0
2024-04-21,Wexford General Hospital,3,0,3
2024-04-22,Bantry General Hospital,0,0,0
2024-04-22,Beaumont Hospital,25,0,25
2024-04-22,CHI at Crumlin,6,0,6
2024-04-22,CHI at Tallaght,0,0,0
2024-04-22,CHI at Temple Street,3,0,3
2024-04-22,Cavan General Hospital,16,0,16
2024-04-22,Connolly Hospital,0,0,0
2024-04-22,Cork University Hospital,22,3,25
2024-04-22,Ennis Hospital,0,0,0
2024-04-22,Galway University Hospital,17,11,28
2024-04-22,Letterkenny University Hospital,15,7,22
2024-04-22,Louth County Hospital,0,0,0
2024-04-22,MRH Mullingar,8,0,8
2024-04-22,MRH Portlaoise,0,0,0
2024-04-22,MRH Tullamore,0,0,0
2024-04-22,Mallow General Hospital,0,0,0
2024-04-22,Mater Misericordiae University Hospital,22,0,22
2024-04-22,Mayo University Hospital,2,4,6
2024-04-22,Mercy University Hospital,7,2,9
2024-04-22,Naas General Hospital,15,3,18
2024-04-22,National Orthopaedic Hospital Cappagh,0,0,0
2024-04-22,National Rehabilitation Hospital,0,0,0
2024-04-22,Nenagh Hospital,0,0,0
2024-04-22,Our Lady of Lourdes Hospital,18,0,18
2024-04-22,Our Lady's Hospital Navan,5,0,5
2024-04-22,Portiuncula University Hospital,3,0,3
2024-04-22,Roscommon University Hospital,0,0,0
2024-04-22,Sligo University Hospital,1,5,6
2024-04-22,South Infirmary Victoria University Hospital,0,0,0
2024-04-22,St Luke's General Hospital Kilkenny,11,8,19
2024-04-22,St. Columcille's Hospital,0,0,0
2024-04-22,St. James's Hospital,4,0,4
2024-04-22,St. John's Hospital Limerick,0,0,0
2024-04-22,St. Luke's Radiation Oncology Network,0,0,0
2024-04-22,St. Michael's Hospital,0,0,0
2024-04-22,St. Vincent's University Hospital,27,0,27
2024-04-22,Tallaght University Hospital,16,0,16
2024-04-22,Tipperary University Hospital,5,0,5
2024-04-22,UH Kerry,7,0,7
2024-04-22,UH Limerick,30,38,68
2024-04-22,UH Waterford,0,0,0
2024-04-22,Wexford General Hospital,8,4,12
2024-04-23,Bantry General Hospital,0,0,0
2024-04-23,Beaumont Hospital,16,0,16
2024-04-23,CHI at Crumlin,7,0,7
2024-04-23,CHI at Tallaght,1,0,1
2024-04-23,CHI at Temple Street,5,0,5
2024-04-23,Cavan General Hospital,7,0,7
2024-04-23,Connolly Hospital,4,0,4
2024-04-23,Cork University Hospital,24,6,30
2024-04-23,Ennis Hospital,0,0,0
2024-04-23,Galway University Hospital,9,9,18
2024-04-23,Letterkenny University Hospital,10,10,20
2024-04-23,Louth County Hospital,0,0,0
2024-04-23,MRH Mullingar,4,0,4
2024-04-23,MRH Portlaoise,6,0,6
2024-04-23,MRH Tullamore,0,0,0
2024-04-23,Mallow General Hospital,0,0,0
2024-04-23,Mater Misericordiae University Hospital,29,0,29
2024-04-23,Mayo University Hospital,0,0,0
2024-04-23,Mercy University Hospital,17,0,17
2024-04-23,Naas General Hospital,16,4,20
2024-04-23,National Orthopaedic Hospital Cappagh,0,0,0
2024-04-23,National Rehabilitation Hospital,0,0,0
2024-04-23,Nenagh Hospital,0,0,0
2024-04-23,Our Lady of Lourdes Hospital,25,0,25
2024-04-23,Our Lady's Hospital Navan,12,0,12
2024-04-23,Portiuncula University Hospital,7,0,7
2024-04-23,Roscommon University Hospital,0,0,0
2024-04-23,Sligo University Hospital,0,5,5
2024-04-23,South Infirmary Victoria University Hospital,0,0,0
2024-04-23,St Luke's General Hospital Kilkenny,9,7,16
2024-04-23,St. Columcille's Hospital,0,0,0
2024-04-23,St. James's Hospital,5,0,5
2024-04-23,St. John's Hospital Limerick,0,0,0
2024-04-23,St. Luke's Radiation Oncology Network,0,0,0
2024-04-23,St. Michael's Hospital,0,0,0
2024-04-23,St. Vincent's University Hospital,27,1,28
2024-04-23,Tallaght University Hospital,19,0,19
2024-04-23,Tipperary University Hospital,1,0,1
2024-04-23,UH Kerry,10,0,10
2024-04-23,UH Limerick,10,38,48
2024-04-23,UH Waterford,0,0,0
2024-04-23,Wexford General Hospital,10,6,16
2024-04-24,Bantry General Hospital,0,0,0
2024-04-24,Beaumont Hospital,12,0,12
2024-04-24,CHI at Crumlin,12,0,12
2024-04-24,CHI at Tallaght,0,0,0
2024-04-24,CHI at Temple Street,6,0,6
2024-04-24,Cavan General Hospital,8,0,8
2024-04-24,Connolly Hospital,0,0,0
2024-04-24,Cork University Hospital,10,4,14
2024-04-24,Ennis Hospital,0,0,0
2024-04-24,Galway University Hospital,16,8,24
2024-04-24,Letterkenny University Hospital,2,9,11
2024-04-24,Louth County Hospital,0,0,0
2024-04-24,MRH Mullingar,4,0,4
2024-04-24,MRH Portlaoise,4,0,4
2024-04-24,MRH Tullamore,0,0,0
2024-04-24,Mallow General Hospital,0,0,0
2024-04-24,Mater Misericordiae University Hospital,11,0,11
2024-04-24,Mayo University Hospital,0,0,0
2024-04-24,Mercy University Hospital,13,0,13
2024-04-24,Naas General Hospital,5,4,9
2024-04-24,National Orthopaedic Hospital Cappagh,0,0,0
2024-04-24,National Rehabilitation Hospital,0,0,0
2024-04-24,Nenagh Hospital,0,0,0
2024-04-24,Our Lady of Lourdes Hospital,15,0,15
2024-04-24,Our Lady's Hospital Navan,7,0,7
2024-04-24,Portiuncula University Hospital,3,0,3
2024-04-24,Roscommon University Hospital,0,0,0
2024-04-24,Sligo University Hospital,0,5,5
2024-04-24,South Infirmary Victoria University Hospital,0,0,0
2024-04-24,St Luke's General Hospital Kilkenny,10,6,16
2024-04-24,St. Columcille's Hospital,0,0,0
2024-04-24,St. James's Hospital,19,0,19
2024-04-24,St. John's Hospital Limerick,0,0,0
2024-04-24,St. Luke's Radiation Oncology Network,0,0,0
2024-04-24,St. Michael's Hospital,0,0,0
2024-04-24,St. Vincent's University Hospital,25,0,25
2024-04-24,Tallaght University Hospital,11,0,11
2024-04-24,Tipperary University Hospital,0,0,0
2024-04-24,UH Kerry,10,0,10
2024-04-24,UH Limerick,19,40,59
2024-04-24,UH Waterford,0,0,0
2024-04-24,Wexford General Hospital,4,7,11
2024-04-25,Bantry General Hospital,0,0,0
2024-04-25,Beaumont Hospital,6,0,6
2024-04-25,CHI at Crumlin,4,0,4
2024-04-25,CHI at Tallaght,0,0,0
2024-04-25,CHI at Temple Street,10,0,10
2024-04-25,Cavan General Hospital,12,0,12
2024-04-25,Connolly Hospital,0,0,0
2024-04-25,Cork University Hospital,4,8,12
2024-04-25,Ennis Hospital,0,0,0
2024-04-25,Galway University Hospital,13,13,26
2024-04-25,Letterkenny University Hospital,8,7,15
2024-04-25,Louth County Hospital,0,0,0
2024-04-25,MRH Mullingar,11,0,11
2024-04-25,MRH Portlaoise,4,0,4
2024-04-25,MRH Tullamore,0,0,0
2024-04-25,Mallow General Hospital,0,0,0
2024-04-25,Mater Misericordiae University Hospital,7,0,7
2024-04-25,Mayo University Hospital,0,0,0
2024-04-25,Mercy University Hospital,16,0,16
2024-04-25,Naas General Hospital,4,4,8
2024-04-25,National Orthopaedic Hospital Cappagh,0,0,0
2024-04-25,National Rehabilitation Hospital,0,0,0
2024-04-25,Nenagh Hospital,0,0,0
2024-04-25,Our Lady of Lourdes Hospital,5,0,5
2024-04-25,Our Lady's Hospital Navan,12,0,12
2024-04-25,Portiuncula University Hospital,3,0,3
2024-04-25,Roscommon University Hospital,0,0,0
2024-04-25,Sligo University Hospital,1,6,7
2024-04-25,South Infirmary Victoria University Hospital,0,0,0
2024-04-25,St Luke's General Hospital Kilkenny,7,3,10
2024-04-25,St. Columcille's Hospital,0,0,0
2024-04-25,St. James's Hospital,13,0,13
2024-04-25,St. John's Hospital Limerick,0,0,0
2024-04-25,St. Luke's Radiation Oncology Network,0,0,0
2024-04-25,St. Michael's Hospital,0,0,0
2024-04-25,St. Vincent's University Hospital,30,0,30
2024-04-25,Tallaght University Hospital,14,0,14
2024-04-25,Tipperary University Hospital,1,0,1
2024-04-25,UH Kerry,14,0,14
2024-04-25,UH Limerick,19,37,56
2024-04-25,UH Waterford,0,0,0
2024-04-25,Wexford General Hospital,0,5,5
2024-04-26,Bantry General Hospital,0,0,0
2024-04-26,Beaumont Hospital,15,0,15
2024-04-26,CHI at Crumlin,10,0,10
2024-04-26,CHI at Tallaght,1,0,1
2024-04-26,CHI at Temple Street,10,0,10
2024-04-26,Cavan General Hospital,9,0,9
2024-04-26,Connolly Hospital,0,0,0
2024-04-26,Cork University Hospital,8,6,14
2024-04-26,Ennis Hospital,0,0,0
2024-04-26,Galway University Hospital,20,13,33
2024-04-26,Letterkenny University Hospital,7,7,14
2024-04-26,Louth County Hospital,0,0,0
2024-04-26,MRH Mullingar,6,0,6
2024-04-26,MRH Portlaoise,5,0,5
2024-04-26,MRH Tullamore,0,0,0
2024-04-26,Mallow General Hospital,0,0,0
2024-04-26,Mater Misericordiae University Hospital,3,0,3
2024-04-26,Mayo University Hospital,0,0,0
2024-04-26,Mercy University Hospital,12,0,12
2024-04-26,Naas General Hospital,4,4,8
2024-04-26,National Orthopaedic Hospital Cappagh,0,0,0
2024-04-26,National Rehabilitation Hospital,0,0,0
2024-04-26,Nenagh Hospital,0,0,0
2024-04-26,Our Lady of Lourdes Hospital,10,0,10
2024-04-26,Our Lady's Hospital Navan,3,0,3
2024-04-26,Portiuncula University Hospital,0,0,0
2024-04-26,Roscommon University Hospital,0,0,0
2024-04-26,Sligo University Hospital,1,5,6
2024-04-26,South Infirmary Victoria University Hospital,0,0,0
2024-04-26,St Luke's General Hospital Kilkenny,3,0,3
2024-04-26,St. Columcille's Hospital,0,0,0
2024-04-26,St. James's Hospital,0,0,0
2024-04-26,St. John's Hospital Limerick,0,0,0
2024-04-26,St. Luke's Radiation Oncology Network,0,0,0
2024-04-26,St. Michael's Hospital,0,0,0
2024-04-26,St. Vincent's University Hospital,22,0,22
2024-04-26,Tallaght University Hospital,16,0,16
2024-04-26,Tipperary University Hospital,0,0,0
2024-04-26,UH Kerry,17,7,24
2024-04-26,UH Limerick,21,41,62
2024-04-26,UH Waterford,0,0,0
2024-04-26,Wexford General Hospital,11,7,18
2024-04-27,Bantry General Hospital,0,0,0
2024-04-27,Beaumont Hospital,0,0,0
2024-04-27,CHI at Crumlin,1,0,1
2024-04-27,CHI at Tallaght,1,0,1
2024-04-27,CHI at Temple Street,6,0,6
2024-04-27,Cavan General Hospital,1,0,1
2024-04-27,Connolly Hospital,0,0,0
2024-04-27,Cork University Hospital,0,0,0
2024-04-27,Ennis Hospital,0,0,0
2024-04-27,Galway University Hospital,1,4,5
2024-04-27,Letterkenny University Hospital,0,0,0
2024-04-27,Louth County Hospital,0,0,0
2024-04-27,MRH Mullingar,0,0,0
2024-04-27,MRH Portlaoise,6,0,6
2024-04-27,MRH Tullamore,0,0,0
2024-04-27,Mallow General Hospital,0,0,0
2024-04-27,Mater Misericordiae University Hospital,3,0,3
2024-04-27,Mayo University Hospital,0,0,0
2024-04-27,Mercy University Hospital,8,0,8
2024-04-27,Naas General Hospital,2,4,6
2024-04-27,National Orthopaedic Hospital Cappagh,0,0,0
2024-04-27,National Rehabilitation Hospital,0,0,0
2024-04-27,Nenagh Hospital,0,0,0
2024-04-27,Our Lady of Lourdes Hospital,0,0,0
2024-04-27,Our Lady's Hospital Navan,0,0,0
2024-04-27,Portiuncula University Hospital,0,0,0
2024-04-27,Roscommon University Hospital,0,0,0
2024-04-27,Sligo University Hospital,1,4,5
2024-04-27,South Infirmary Victoria University Hospital,0,0,0
2024-04-27,St Luke's General Hospital Kilkenny,0,0,0
2024-04-27,St. Columcille's Hospital,0,0,0
2024-04-27,St. James's Hospital,2,0,2
2024-04-27,St. John's Hospital Limerick,0,0,0
2024-04-27,St. Luke's Radiation Oncology Network,0,0,0
2024-04-27,St. Michael's Hospital,0,0,0
2024-04-27,St. Vincent's University Hospital,16,0,16
2024-04-27,Tallaght University Hospital,11,0,11
2024-04-27,Tipperary University Hospital,0,0,0
2024-04-27,UH Kerry,12,0,12
2024-04-27,UH Limerick,21,38,59
2024-04-27,UH Waterford,0,0,0
2024-04-27,Wexford General Hospital,3,3,6
2024-04-28,Bantry General Hospital,0,0,0
2024-04-28,Beaumont Hospital,9,0,9
2024-04-28,CHI at Crumlin,2,0,2
2024-04-28,CHI at Tallaght,1,0,1
2024-04-28,CHI at Temple Street,0,0,0
2024-04-28,Cavan General Hospital,8,0,8
2024-04-28,Connolly Hospital,0,0,0
2024-04-28,Cork University Hospital,10,4,14
2024-04-28,Ennis Hospital,0,0,0
2024-04-28,Galway University Hospital,5,4,9
2024-04-28,Letterkenny University Hospital,6,1,7
2024-04-28,Louth County Hospital,0,0,0
2024-04-28,MRH Mullingar,0,0,0
2024-04-28,MRH Portlaoise,0,0,0
2024-04-28,MRH Tullamore,0,0,0
2024-04-28,Mallow General Hospital,0,0,0
2024-04-28,Mater Misericordiae University Hospital,4,0,4
2024-04-28,Mayo University Hospital,2,6,8
2024-04-28,Mercy University Hospital,4,0,4
2024-04-28,Naas General Hospital,4,4,8
2024-04-28,National Orthopaedic Hospital Cappagh,0,0,0
2024-04-28,National Rehabilitation Hospital,0,0,0
2024-04-28,Nenagh Hospital,0,0,0
2024-04-28,Our Lady of Lourdes Hospital,4,0,4
2024-04-28,Our Lady's Hospital Navan,0,0,0
2024-04-28,Portiuncula University Hospital,3,0,3
2024-04-28,Roscommon University Hospital,0,0,0
2024-04-28,Sligo University Hospital,0,4,4
2024-04-28,South Infirmary Victoria University Hospital,0,0,0
2024-04-28,St Luke's General Hospital Kilkenny,0,0,0
2024-04-28,St. Columcille's Hospital,0,0,0
2024-04-28,St. James's Hospital,2,0,2
2024-04-28,St. John's Hospital Limerick,0,0,0
2024-04-28,St. Luke's Radiation Oncology Network,0,0,0
2024-04-28,St. Michael's Hospital,0,0,0
2024-04-28,St. Vincent's University Hospital,24,0,24
2024-04-28,Tallaght University Hospital,14,0,14
2024-04-28,Tipperary University Hospital,0,0,0
2024-04-28,UH Kerry,15,0,15
2024-04-28,UH Limerick,24,40,64
2024-04-28,UH Waterford,0,0,0
2024-04-28,Wexford General Hospital,6,5,11
2024-04-29,Bantry General Hospital,0,0,0
2024-04-29,Beaumont Hospital,16,0,16
2024-04-29,CHI at Crumlin,5,0,5
2024-04-29,CHI at Tallaght,0,0,0
2024-04-29,CHI at Temple Street,5,0,5
2024-04-29,Cavan General Hospital,7,2,9
2024-04-29,Connolly Hospital,0,0,0
2024-04-29,Cork University Hospital,14,7,21
2024-04-29,Ennis Hospital,0,0,0
2024-04-29,Galway University Hospital,24,10,34
2024-04-29,Letterkenny University Hospital,5,4,9
2024-04-29,Louth County Hospital,0,0,0
2024-04-29,MRH Mullingar,3,0,3
2024-04-29,MRH Portlaoise,6,0,6
2024-04-29,MRH Tullamore,0,0,0
2024-04-29,Mallow General Hospital,0,0,0
2024-04-29,Mater Misericordiae University Hospital,19,0,19
2024-04-29,Mayo University Hospital,2,8,10
2024-04-29,Mercy University Hospital,16,0,16
2024-04-29,Naas General Hospital,7,4,11
2024-04-29,National Orthopaedic Hospital Cappagh,0,0,0
2024-04-29,National Rehabilitation Hospital,0,0,0
2024-04-29,Nenagh Hospital,0,0,0
2024-04-29,Our Lady of Lourdes Hospital,16,0,16
2024-04-29,Our Lady's Hospital Navan,0,0,0
2024-04-29,Portiuncula University Hospital,5,0,5
2024-04-29,Roscommon University Hospital,0,0,0
2024-04-29,Sligo University Hospital,0,8,8
2024-04-29,South Infirmary Victoria University Hospital,0,0,0
2024-04-29,St Luke's General Hospital Kilkenny,8,2,10
2024-04-29,St. Columcille's Hospital,0,0,0
2024-04-29,St. James's Hospital,13,0,13
2024-04-29,St. John's Hospital Limerick,0,0,0
2024-04-29,St. Luke's Radiation Oncology Network,0,0,0
2024-04-29,St. Michael's Hospital,0,0,0
2024-04-29,St. Vincent's University Hospital,29,0,29
2024-04-29,Tallaght University Hospital,17,0,17
2024-04-29,Tipperary University Hospital,4,0,4
2024-04-29,UH Kerry,13,7,20
2024-04-29,UH Limerick,33,47,80
2024-04-29,UH Waterford,0,0,0
2024-04-29,Wexford General Hospital,10,7,17
2024-04-30,Bantry General Hospital,0,0,0
2024-04-30,Beaumont Hospital,7,0,7
2024-04-30,CHI at Crumlin,11,0,11
2024-04-30,CHI at Tallaght,0,0,0
2024-04-30,CHI at Temple Street,6,0,6
2024-04-30,Cavan General Hospital,11,0,11
2024-04-30,Connolly Hospital,5,0,5
2024-04-30,Cork University Hospital,27,11,38
2024-04-30,Ennis Hospital,0,0,0
2024-04-30,Galway University Hospital,30,12,42
2024-04-30,Letterkenny University Hospital,6,5,11
2024-04-30,Louth County Hospital,0,0,0
2024-04-30,MRH Mullingar,5,0,5
2024-04-30,MRH Portlaoise,3,0,3
2024-04-30,MRH Tullamore,0,0,0
2024-04-30,Mallow General Hospital,0,0,0
2024-04-30,Mater Misericordiae University Hospital,16,0,16
2024-04-30,Mayo University Hospital,2,5,7
2024-04-30,Mercy University Hospital,16,4,20
2024-04-30,Naas General Hospital,5,4,9
2024-04-30,National Orthopaedic Hospital Cappagh,0,0,0
2024-04-30,National Rehabilitation Hospital,0,0,0
2024-04-30,Nenagh Hospital,0,0,0
2024-04-30,Our Lady of Lourdes Hospital,13,1,14
2024-04-30,Our Lady's Hospital Navan,0,0,0
2024-04-30,Portiuncula University Hospital,2,0,2
2024-04-30,Roscommon University Hospital,0,0,0
2024-04-30,Sligo University Hospital,1,11,12
2024-04-30,South Infirmary Victoria University Hospital,0,0,0
2024-04-30,St Luke's General Hospital Kilkenny,2,0,2
2024-04-30,St. Columcille's Hospital,0,0,0
2024-04-30,St. James's Hospital,5,0,5
2024-04-30,St. John's Hospital Limerick,0,0,0
2024-04-30,St. Luke's Radiation Oncology Network,0,0,0
2024-04-30,St. Michael's Hospital,0,0,0
2024-04-30,St. Vincent's University Hospital,21,0,21
2024-04-30,Tallaght University Hospital,16,9,25
2024-04-30,Tipperary University Hospital,7,0,7
2024-04-30,UH Kerry,17,7,24
2024-04-30,UH Limerick,29,47,76
2024-04-30,UH Waterford,0,0,0
2024-04-30,Wexford General Hospital,5,3,8
2024-05-01,Bantry General Hospital,0,0,0
2024-05-01,Beaumont Hospital,13,0,13
2024-05-01,CHI at Crumlin,12,0,12
2024-05-01,CHI at Tallaght,0,0,0
2024-05-01,CHI at Temple Street,1,0,1
2024-05-01,Cavan General Hospital,7,0,7
2024-05-01,Connolly Hospital,2,0,2
2024-05-01,Cork University Hospital,29,11,40
2024-05-01,Ennis Hospital,0,0,0
2024-05-01,Galway University Hospital,14,9,23
2024-05-01,Letterkenny University Hospital,11,4,15
2024-05-01,Louth County Hospital,0,0,0
2024-05-01,MRH Mullingar,3,0,3
2024-05-01,MRH Portlaoise,8,0,8
2024-05-01,MRH Tullamore,0,0,0
2024-05-01,Mallow General Hospital,0,0,0
2024-05-01,Mater Misericordiae University Hospital,14,0,14
2024-05-01,Mayo University Hospital,2,5,7
2024-05-01,Mercy University Hospital,28,2,30
2024-05-01,Naas General Hospital,2,4,6
2024-05-01,National Orthopaedic Hospital Cappagh,0,0,0
2024-05-01,National Rehabilitation Hospital,0,0,0
2024-05-01,Nenagh Hospital,0,0,0
2024-05-01,Our Lady of Lourdes Hospital,9,0,9
2024-05-01,Our Lady's Hospital Navan,0,0,0
2024-05-01,Portiuncula University Hospital,4,0,4
2024-05-01,Roscommon University Hospital,0,0,0
2024-05-01,Sligo University Hospital,3,8,11
2024-05-01,South Infirmary Victoria University Hospital,0,0,0
2024-05-01,St Luke's General Hospital Kilkenny,0,0,0
2024-05-01,St. Columcille's Hospital,0,0,0
2024-05-01,St. James's Hospital,17,0,17
2024-05-01,St. John's Hospital Limerick,0,0,0
2024-05-01,St. Luke's Radiation Oncology Network,0,0,0
2024-05-01,St. Michael's Hospital,0,0,0
2024-05-01,St. Vincent's University Hospital,30,0,30
2024-05-01,Tallaght University Hospital,18,10,28
2024-05-01,Tipperary University Hospital,6,0,6
2024-05-01,UH Kerry,15,0,15
2024-05-01,UH Limerick,24,40,64
2024-05-01,UH Waterford,0,0,0
